0.235278,0.223514,0.236451,0.026305,0.011764,0.011764,0.600074
0.372093,0.372275,0.372819,0.162791,0.174806,0.174806,0.639641
0.315100,0.301427,0.315991,0.083255,0.096782,0.096782,0.657550
0.399953,0.369187,0.399953,0.061531,0.061531,0.061531,0.661639
0.258340,0.243964,0.255358,0.020920,0.014793,0.020920,0.581630
0.245466,0.233469,0.257475,0.012137,0.024275,0.012137,0.620913
0.325151,0.323270,0.332876,0.151573,0.142588,0.151573,0.626415
0.335390,0.300348,0.333333,0.023453,0.023453,0.023453,0.615620
0.268419,0.256383,0.268419,0.019869,0.019869,0.031416,0.592758
0.484390,0.469561,0.501947,0.015617,0.015617,0.015617,0.593666
0.252319,0.241690,0.254392,0.011457,0.016203,0.011457,0.574692
0.422622,0.412981,0.424124,0.154777,0.166012,0.166012,0.618080
0.414593,0.373284,0.403403,0.014262,0.014262,0.020170,0.571211
0.431351,0.405617,0.433861,0.013453,0.019026,0.013453,0.593326
0.294904,0.262244,0.294904,0.000000,0.023134,0.016358,0.622476
0.202711,0.188439,0.212057,0.012452,0.012452,0.027844,0.599788
0.419370,0.417448,0.429008,0.254977,0.266544,0.254977,0.650943
0.302853,0.272648,0.302853,0.015124,0.000000,0.000000,0.620812
0.284012,0.254463,0.282843,0.000000,0.000000,0.000000,0.625958
0.402585,0.358391,0.399554,0.014234,0.028467,0.014234,0.630306
0.476779,0.446354,0.472522,0.089902,0.089902,0.076549,0.657733
0.427482,0.395208,0.436745,0.019760,0.031244,0.027945,0.634336
0.278937,0.269178,0.276837,0.035558,0.040662,0.040662,0.633086
0.442123,0.421557,0.430144,0.197943,0.196841,0.186856,0.654245
0.383107,0.352526,0.379299,0.013469,0.030118,0.013469,0.607464
0.387224,0.359152,0.396828,0.012794,0.018094,0.018094,0.616253
0.674405,0.628858,0.655361,0.114754,0.131227,0.100646,0.671394
0.429829,0.404545,0.430015,0.050568,0.050568,0.037926,0.670505
0.240877,0.222184,0.240699,0.000000,0.009258,0.000000,0.611006
0.422100,0.413234,0.422897,0.174546,0.192652,0.183708,0.669948
0.439161,0.402409,0.426798,0.048777,0.048777,0.036583,0.670793
0.468814,0.444311,0.469463,0.098698,0.111035,0.111718,0.666667
0.454746,0.424194,0.454746,0.030300,0.045449,0.045449,0.681908
0.322731,0.301463,0.311673,0.083759,0.083759,0.072724,0.666199
0.422755,0.403934,0.412688,0.202590,0.201758,0.201758,0.669722
0.478211,0.434737,0.463946,0.028982,0.014491,0.028982,0.681088
0.376562,0.350384,0.376562,0.012977,0.025954,0.012977,0.675312
0.350877,0.315789,0.350877,0.017544,0.017544,0.017544,0.596491
0.095783,0.073462,0.088460,0.059227,0.070653,0.059227,0.592838
0.193303,0.179694,0.203259,0.026552,0.016793,0.016793,0.619299
0.390974,0.390974,0.390974,0.195740,0.207216,0.206897,0.666766
0.244855,0.218254,0.232113,0.012816,0.018125,0.018125,0.615316
0.320950,0.304925,0.319318,0.014455,0.014455,0.020442,0.624242
