0.250173,0.230959,0.250173,0.021500,0.021500,0.021500,0.605818
0.366122,0.366122,0.375365,0.160689,0.169851,0.169851,0.634079
0.283929,0.246895,0.284197,0.000000,0.000000,0.012345,0.629703
0.305099,0.280732,0.317050,0.012194,0.017245,0.024388,0.609833
0.258241,0.243955,0.268457,0.040380,0.038308,0.038308,0.602322
0.412110,0.410498,0.409959,0.241999,0.231498,0.231259,0.642595
0.306922,0.290812,0.305213,0.045753,0.045753,0.045753,0.610425
0.382312,0.353209,0.397288,0.044113,0.046499,0.060627,0.676397
0.267884,0.258213,0.279692,0.103470,0.113719,0.113719,0.618080
0.339662,0.330100,0.340907,0.135865,0.126533,0.136211,0.650861
0.372517,0.362721,0.373547,0.157101,0.166883,0.166883,0.647447
0.408865,0.384456,0.384456,0.160370,0.160370,0.172636,0.642541
0.337884,0.324908,0.337634,0.012986,0.025972,0.012986,0.623459
0.377826,0.345349,0.374656,0.048840,0.038313,0.048840,0.674843
0.386998,0.374371,0.384374,0.172191,0.182186,0.171308,0.647649
0.530142,0.518039,0.527072,0.269395,0.268481,0.258021,0.691391
0.401794,0.387048,0.412400,0.029685,0.029685,0.029685,0.652670
0.333333,0.309326,0.353714,0.016103,0.011386,0.016103,0.632845
0.334196,0.322626,0.343540,0.042922,0.044242,0.032191,0.644627
0.405000,0.403633,0.412887,0.125161,0.143991,0.134392,0.663472
0.446668,0.421958,0.454919,0.112619,0.121976,0.123466,0.654906
0.421736,0.396911,0.420366,0.033957,0.016978,0.016978,0.663029
0.462253,0.451895,0.460353,0.253515,0.262354,0.262354,0.659733
0.190225,0.189962,0.189962,0.000000,0.009998,0.009998,0.599880
0.451942,0.461453,0.461854,0.221113,0.221113,0.221322,0.663339
0.363838,0.337634,0.363838,0.012986,0.012986,0.012986,0.610338
0.234283,0.233279,0.232675,0.013699,0.009686,0.013699,0.611472
0.356341,0.364186,0.363709,0.149505,0.158814,0.158540,0.635255
0.338187,0.312530,0.337263,0.012491,0.012491,0.012491,0.638153
0.304242,0.278212,0.316076,0.000000,0.012633,0.000000,0.632783
0.261162,0.241106,0.259348,0.020487,0.010244,0.010244,0.578107
0.433896,0.430116,0.428571,0.174379,0.172910,0.151859,0.624418
0.402768,0.374394,0.412828,0.036980,0.036980,0.036980,0.649128
0.469365,0.441303,0.479579,0.029685,0.018775,0.018775,0.639439
0.352100,0.338639,0.351323,0.013502,0.019095,0.013502,0.594260
0.308179,0.307591,0.318374,0.015526,0.021957,0.021957,0.603912
0.391969,0.391480,0.401386,0.107657,0.117444,0.117851,0.627056
0.291300,0.271729,0.281434,0.038818,0.038818,0.048523,0.631472
0.429395,0.429901,0.439900,0.224015,0.224015,0.224015,0.672044
0.310535,0.290686,0.314393,0.039586,0.039586,0.045268,0.675458
0.399914,0.363106,0.401472,0.012491,0.000000,0.000000,0.649664
0.152230,0.127051,0.164832,0.063210,0.063210,0.063210,0.621520
0.171499,0.152208,0.172288,0.038052,0.028539,0.030083,0.600528
0.403350,0.403350,0.412817,0.311734,0.329928,0.311734,0.670025
0.163251,0.142832,0.176777,0.024282,0.021719,0.024282,0.598150
0.211565,0.189229,0.200879,0.037111,0.035207,0.037111,0.599545
0.283943,0.268627,0.283551,0.014924,0.000000,0.014924,0.641893
